name	pc1	pc2	pc3	pc4	std
ABERIK	0.02661454632052923	0.08884335754204864	0.1807450185712023	-0.5935869565666091	2.94565248335827
ABEROQ	0.008327916630532756	0.052215972177951375	0.27295578788214403	-0.5973270295708845	2.8084843553850707
ABESAD	0.032087103379055626	0.12510420673158862	0.19836417089863478	-0.6295627799173442	3.0912316956922776
ABEZAJ	0.1960099200734996	-0.24113987995465047	0.4965105359581763	0.1285782458255284	1.4933763191929819
ABIQOR	0.025443153908023514	0.17905157198777122	-0.12411510786010682	-0.5867232969778499	3.220568182431208
ABIQUX	0.04170139046614091	0.17700156582825066	-0.06952871723342824	0.07938882695309182	1.7308888918935557
ABOLOV	0.07070033618246824	0.8544269570195575	-0.7711640218594586	0.1534382270721997	2.1003040954027
ABUPIX	0.2784814359713788	-0.9935294500456648	0.8703445175141136	0.5170571379068637	1.3293261946537767
ACAWIK	-0.04917139552920369	-0.345550017864245	0.27578201380979306	-0.035385479304366016	1.5175127662049852
ACEZIV	0.03976364182653491	0.20348883224880732	0.27921402416571106	-0.1164203381851184	1.7790359044389703
ACOJUX	-0.01686147715983745	0.26437233483349454	0.16121397977638008	-0.13427670637163122	1.8185724614642114
ACOMIP	0.18695400348361935	-0.49600610910167253	0.4711085230661489	0.03166414515539459	1.4900038438869616
ACONAI	0.27210817469632353	0.0951222965866454	0.5876149514776836	0.5399619810096752	1.7182774862588537
ADAGIW	0.18564391193541263	-0.26831542375569617	0.43285830382330603	0.05163137107923237	1.5189181980424566
ADEPIJ	0.08900715165133727	-0.05533468482715209	0.4326477519649925	0.13018013295620745	1.2960574000870457
ADIFOJ	0.0451138738080073	0.607897936268929	-0.5026450467660888	0.49574428148215743	1.4327235741002158
ADOWEZ	-0.0048935407706935385	0.31054862757183477	-0.41057826091551486	0.6071301565404887	1.3300032121837093
AFECIZ	0.020313815476008024	0.07301180697891407	0.2614646823231235	-0.1144761622049475	1.7566465352881198
AFUXEF	0.024026148910707645	0.7604274993401021	-0.6161308606047418	-0.14392312696392798	2.6963962095398473
AFUXIJ	0.028124338238545765	0.7189762490836356	-0.593661199415781	-0.09519548875926215	2.5522616674203666
AGAZAM	0.03906820634700539	0.059636086881127426	0.10744893925273447	0.015227040183638936	1.5557436431860263
AGAZEQ	0.038422493494881	0.0999615042596349	0.06419633646217848	0.04068160510952894	1.5427311196832485
AGAZIU	0.019445020842004418	0.15474006428374132	0.12381746091900325	0.0603087471581625	1.604981687183618
AGAZOA	0.011618263483726049	-0.4381897441036706	0.2114828311302841	0.04375785514930029	1.2340762974821227
AGEBAS	0.04850530100737535	-0.13737954269608643	-0.022818329857681174	0.0894609803846936	1.4717440068646503
AGELIH	0.07688182468011265	0.4726576657054342	-0.2915809470510803	-0.2094024251054663	2.433632017878572
AGIBAT	0.06362754046781552	0.40795687594100505	0.02223242224431443	-0.027336934452176068	2.012363056356879
AGITOA	0.010689975306282185	0.6007555480096696	-0.44959120939478614	0.3670083792294402	1.6415801358077613
AGUXOP	0.04801750893561077	-0.0578782763393062	0.3171472021554367	0.2367621728000486	1.406750440284346
AGUZUY	0.1779704612154676	0.05529409530486662	0.5959774070649451	-0.14264880379588246	2.4490321774649013
AHEVER	0.024663572684683777	0.8373081569408352	-0.7684922960472864	-0.024747282247307364	2.519378027848825
AHEZUL	0.0003412469996452727	0.8641904411615227	-0.7463515667018069	-0.22926335968108175	2.941158293669784
AHIZAT	0.5630209318016972	0.997498062542165	-0.7523579296654097	-0.14507403925893736	3.4557640881874203
AHOPIY	0.009203476722981163	0.20621101056240088	0.14422314504268785	0.0802972162645578	1.7423729084500903
AHUREA	0.04181971218380165	-0.26149680298063327	0.6457707409345916	0.3031386634831575	1.6415751810413521
AHUROK	0.052403436538523196	-0.169281134840507	0.10763412409523254	-0.35190593406567006	2.1366488902160925
AHURUQ	0.024358603512224963	-0.04257272072777951	0.06741026469898492	0.12605434865351373	1.6494761686662098
AJAMAA	0.03326354211585042	0.2632346764050033	0.06007207665327874	-0.28206387091516155	2.4730035831964408
AJAVEN	0.04361465942196696	0.6867889499064206	-0.6888903280526643	0.6077268061562181	1.3898251110697495
AJODEK	0.04396791332501135	0.7396145026871239	-0.5137437901077957	0.18101268865631548	2.0830896924227584
AKAGID	0.17319927646722905	0.18121297497192135	0.2167030838670756	-0.3588791270216707	2.522172911730162
AKAKUT	0.059274355421219865	-0.1070150737457376	0.27490551470415103	-0.3645280627384583	1.9751809991904925
AKALAA	0.047276522980189445	-0.45132282869083484	0.4256399688882573	0.037552497595930955	1.2716319596038306
AKALII	0.2621596841205068	-0.6166741297174454	0.7357836350176143	0.40262701065751305	1.0670859844274208
AKIKAG	0.09067747061699369	-0.5226737722039396	0.3007759565185677	0.20961690876688918	1.2839857134807702
AKOXAC	0.1381997348119916	-0.727029667021633	0.5395159242684169	0.397555420576035	1.188841824248048
AKUNEZ	0.005358364415122746	0.021816332279613437	0.37078934406248454	-0.5605747183413813	2.531319647902132
ALIMEO	0.0016371442998262264	0.7207323543614303	0.011835389411245067	0.27004678170841995	2.271468490249323
ALUSEI	0.1397184240094328	-0.5187989426951751	0.3803579342457757	0.11709754952844109	1.1328697041594227
ANAQUC	0.008012896233434263	0.2538994882158785	0.2154496861467139	-0.2031451732443257	1.9600516610618879
ANAWUI	0.003467940939698322	0.5606707768279535	-0.3605020651906614	-0.11285294025705636	2.4521229656292314
ANIYOO	0.05300638626249787	-0.36982059948336055	0.2301891552201918	0.2515450879239207	1.3484552216627008
APOBAK	0.12872919177222697	0.13030614749623481	0.03957588421935321	-0.07462436688469241	1.812811772884603
APOVOS	0.17688203805001734	-0.3948829825557727	0.45694943454964876	0.2771008736816757	1.09021241305426
APUPOQ	0.011559435584422767	0.10661528626677397	0.25728824402166106	-0.1451835553059401	1.888848827596334
AQUCUN	0.02527995301867439	0.3308975994884489	0.5317104911469424	0.33375407236408794	2.115752845631803
AROGAR	0.06038347500694019	-0.07306321826978746	0.045697250429637126	-0.07740609537553245	1.6669723734253792
AROGEV	0.08041097531397517	0.134636717829141	0.0765937066016682	-0.14987544653727583	1.9791455638441433
AROGIZ	0.07015228730992207	0.10651241038700432	0.019633041454146127	-0.04839346214261861	1.9080783726951442
AROGOF	0.053482361691149116	-0.12526296995622221	0.056962868987125104	0.0357678553229874	1.5016226334383291
AROHIZ	0.011276227408132639	0.3681213643710106	-0.5084897659781125	0.6103902494555099	1.3028304093966079
AROHOF	0.008281362309751322	0.349288829576492	-0.6218035774630178	0.5843488342727023	1.2813841230765983
AROJEW	0.01677066472031674	0.7501164210710694	-0.6586844667244282	0.22582878982155669	2.0240479145561583
AROJIA	-0.003936545799681723	-0.1265275369208787	-0.32181496855507963	0.1937298553763315	1.379669377686981
ARONEA	0.23053424970181474	0.6720572584770035	0.03875885157892078	0.16522927831615336	2.276584387527569
ASENAN	-0.005483361120850197	-0.2715072918763637	0.45548039958917985	0.12758814332811297	1.2800798994870564
ASILEW	0.03519545042683603	0.6932043574463971	-0.6061337113528119	-0.09971808565718439	2.5503072588114453
ATEWUR	0.18558483240375145	-0.24747724121751657	0.6025711025467515	0.0076863956394768295	1.7044049927046574
ATIDAI	0.33505343219942857	-0.6972966253706456	0.846449002911069	0.34038388459875457	1.4872747051250053
ATIDEM	0.29631195499821944	-0.35664044633645764	0.8092741075869287	0.3512488986733693	1.5492536828818837
ATIVAC	-0.020147185480059907	-0.20682556463649648	0.4297203082182921	-0.07363288211891311	1.368787845523744
ATUWUI	0.042879107828623725	0.2564698602776523	-0.3097738042983551	0.16969136677046	1.6282726847530746
AVAZEC	0.010517137841560775	-0.22128251859673265	-0.0708405363770035	0.11331795447866126	1.4229710901069672
AVIQEB	0.027439377292551442	-0.08713869253967532	0.4086098228230086	-0.4171656403447955	2.1759911829361895
AWEYOQ	0.19130714680801902	-0.09825406409028492	0.742364468980504	0.41714256855515636	1.2754261802366713
AWUYOI	0.03390597582298199	-0.10245860962205455	0.4092224804791178	-0.009603059967002787	1.4401084085561477
AXOVEO	-0.02248751724206971	0.6271442689382467	-0.7351164163802169	0.20406360569428858	1.9596024887904886
AXUSOB	0.0672854724664482	-0.12425647853928323	0.27778349781928835	-0.5847287753250171	2.6279385478718202
AZOREM	0.026106321177155695	-0.16924617348216664	0.34956469078278163	0.15691241943396256	1.2693617405864712
BABBOY	0.04053092965692329	-0.43042181814469505	0.49033783945740805	-0.01564465675359939	1.1927773289876784
BABVEH	0.2377661159412368	-0.17121871529968624	0.5320862015857757	0.13643380850284892	1.4038246158017056
BABVIL	0.24934800146036545	-0.23277595151240416	0.6036515699576015	0.27249143615712285	1.3226874672952336
BABVUX	0.24909454531623876	-0.13726153058824586	0.6001298744510901	0.3006443430613043	1.3246123071660292
BABWAD	-0.003819054566992691	0.9462017539056622	-0.7478711838516217	0.02124955628199659	2.651973015914768
BAJMUV	0.15944838175557752	-0.25971613753638634	0.5041910405191654	0.2881017464355678	1.2840438722092156
BAPSET	0.03350751006281333	-0.30169152927901344	0.08800384360312363	0.21744680125274507	1.21268366313282
BAQCII	0.10911868127043445	-0.5387845573704819	0.5151276150457891	-0.15264864036349318	1.528825881588579
BAQTEU	-0.004087487993523681	-0.3273388356701994	-0.09928938039374313	0.293076392239609	1.236553455920734
BARQER	0.06113140509654699	0.2580823510143291	0.006749412739418537	-0.224824669429563	2.2075171905836566
BARQIV	0.08910131737450117	0.26172002052452514	0.03708747802083523	-0.25914410306224384	2.26969819769526
BARQUH	0.08470925080883229	0.20493897190669808	0.031315277285091314	-0.07814788435080758	1.8605708234896372
BARRAO	0.04493188043485494	0.21115914188292395	-0.006264226086400759	-0.13014522680985907	1.9901785928969158
BARRES	0.0956291036479289	0.18957840073955	0.053893048305008406	-0.11396856321481325	1.9964906329816006
BARRIW	0.06550880659493563	0.2919239841233723	0.010644381256838864	-0.2364350798911402	2.270517944352658
BARROB	0.018970670633601167	0.8762019258675378	-0.7236500253680681	-0.1624259974420902	2.896111775382688
BARROC	0.05959728394757366	0.19590810326993413	0.02183482072272569	-0.18012578505066415	2.079300613062432
BARRUI	0.02896506344659716	0.05339473517524196	0.13427529516069092	0.4598084974464383	1.1867011711352389
BARSET	-0.0361646585832337	0.4297069193156715	-0.11888696107845709	0.11539205714383706	1.828985570736004
BARSIX	0.051752518115579016	-0.10500810633906221	0.0583700444100157	-0.028824125258618216	1.6068296100225916
BATCUV	0.06141833496862362	0.2302458752981722	-0.2831441482070576	-0.4732632054790299	2.7621578394674855
BATDAC	0.030004146044511598	0.7761275488866537	-0.585524636417267	-0.3022163978483808	2.972735088357977
BAVDUY	0.12561710169707413	0.05757901947262356	0.009595258739612644	0.4063222740341767	1.2854312694587486
BAXWIK	-0.010006335655784501	0.18668970605633994	0.031965375041436817	0.2781984705585617	1.3891085998907933
BAXWUS	0.05788396108996069	0.35262414597703495	0.13712454593433177	0.29069440075012515	1.498530472615613
BAYFIR	0.013632108669234921	0.8835030069094363	-0.7837289483421098	-0.21051413273635744	3.0726066434814028
BAYGOY	0.06545011705064874	0.47407133545415236	-0.20298779780861997	-0.45955843393982576	2.8887968156579777
BAYGUE	0.07114670543140977	0.6267848175955595	-0.18230550359223752	-0.518296043924663	3.3199424892305984
BAZMEW	0.008796917337278165	0.21172049078285005	0.1574954685494756	-0.8599454590369571	3.4797664364742777
BAZMIA	-0.0170373150464964	0.09105621854440216	0.06997424231071814	-0.7548321928539184	3.2193250453050704
BAZMOG	0.024690133605274472	0.2275795814819337	0.00017142567264993858	-0.6023330464957977	3.0913144913883555
BAZMUM	0.14744159634434878	-0.2166823898944381	0.5221975814149633	0.39558907443133445	1.1597872544298462
BAZNAT	0.018974422928792117	0.19596261625963063	0.28143324406880543	-0.07786964175466021	1.6663024599598477
BAZNIB	0.007952102196760263	-0.1938444957624208	0.23976132202922784	0.08723600991731828	1.3012471195101338
BEBZIT	0.11801579875384047	0.7709683908194953	-0.5771114915253818	-0.4231156410139547	3.453717720635543
BECPIJ	0.16975497075033386	-0.178897483546673	0.4684005273484093	0.2970639591229673	1.3860659111198228
BECPOP	0.16872127643659007	-0.41090581961383066	0.5056463238580851	-0.08427727825450103	1.8750554350315296
