23219.351	0.041469200000506336	0.039494700000126635	0.04221930000030315	0.04159700000025939	0.04084990000029938	0.0402211000001805	0.04129660000014239	0.04205890000028055	0.04154570000030618	0.040418400000145245	0.04063860000019881	0.039695000000152365	0.039204700000074574	0.03984510000006987	0.03948570000011988	0.0393488000000989	0.039456900000065395	0.04011150000016236	0.0399656000001402	0.03785740000005128	0.0380752000000552	0.04053160000018153	0.038025400000055096	0.03781140000005145
23222.857	0.04826790000207883	0.04513181067098273	0.04814022168443323	0.04754567286832414	0.04731145264032538	0.04631417044298115	0.04709233937287106	0.04890341303966832	0.04829790074306348	0.04595602490783197	0.04687411711922923	0.045334287447112466	0.0445903115234028	0.0452105245296513	0.04533955574943079	0.044530329986119783	0.044568561740627635	0.04610349406629373	0.04581682362397739	0.04292668273916117	0.043213655406793255	0.04661161945866624	0.04315446362362595	0.04285622944386929
23226.057	0.05668040000727522	0.05235396988625481	0.05636732127855965	0.05556598819469973	0.055257380416758595	0.053755059002701555	0.054993819901993	0.05754153149425805	0.056690600691770496	0.0534507696677292	0.05450087913448057	0.052634526252178696	0.051608690751092506	0.05236337500101	0.05251343187681478	0.0514166167513931	0.051379875563435075	0.05344287987742049	0.0529284161220723	0.04910229022260158	0.04946495295305514	0.05413307369017824	0.04939323617704623	0.04899275966965132
23228.953	0.06720120002190247	0.06118505713868583	0.06666575268899973	0.06557386301584522	0.06507863700817443	0.06280368453868185	0.06487723099050723	0.06848031631644055	0.06720936291521067	0.06273054249321183	0.06381655596763836	0.06156982348736831	0.06018000421612031	0.061141229284919135	0.061212183983540655	0.05974733149602915	0.05960176025844545	0.06232553426160932	0.061449547571270836	0.05636947053791212	0.05683109247247091	0.06327824441429634	0.05674359938092949	0.056197630503375735
23231.543	0.08048670005708747	0.07205290483958907	0.0797064153921432	0.07820165684003495	0.07730034878074299	0.0738542095163966	0.07740669167950479	0.08254802481086956	0.08053424507641738	0.07433965416533102	0.07524295783956447	0.07258018037289127	0.07074690854200326	0.07203946680383941	0.07182093738958263	0.0698779626128435	0.069586235592573	0.07311608805070283	0.07164958496519827	0.06490003485820132	0.06548980560358514	0.07444237149996388	0.06538414952483973	0.06462698290916266
23233.829	0.09737140012966003	0.08550957317604084	0.09640560781380701	0.09431311432457246	0.0926012277266788	0.08738156986690462	0.09351369614370102	0.10094010243718529	0.09759115520017661	0.0890096296089586	0.08930726365981802	0.08621954518546385	0.08388489017890259	0.08572546117460877	0.08481252068234119	0.08224873414744698	0.08177996458523616	0.08624024553996448	0.08382973162347768	0.07487945469660157	0.075632775345164	0.08810270888644399	0.07550988781232948	0.07444022197572776
23235.81	0.1187930002576097	0.10214355130770232	0.11783279216485829	0.11491425313054592	0.1117100621485424	0.10385447415504519	0.11432375605594763	0.12516167758518562	0.11946025437885183	0.10757227922747487	0.1065401580107151	0.10307013562025936	0.10024320841883283	0.1029931156382351	0.10068601646804867	0.0973063773885091	0.09665431290934956	0.1021141757726966	0.09822560699584476	0.08643361749838804	0.08738921699588834	0.1047305694085909	0.08726021770254971	0.0857249416781667
23237.487	0.14544800044930645	0.1223359840248629	0.14479647609328505	0.1407662268161051	0.1351216198369097	0.12353179492723661	0.14074303173389444	0.15650547253280428	0.14702778382836015	0.13065611879670122	0.1272451039502759	0.12350943212618701	0.12031116535135089	0.12443323620681473	0.11975677816705169	0.11530564448606145	0.1145014028100166	0.120947069372649	0.11483840449327862	0.09951605527520657	0.10070506553565009	0.12457089933957372	0.10060613780747217	0.09838777835225207
23238.297	0.16268600058103894	0.13484306188958994	0.16128457808686983	0.1567873780597801	0.15004983245736728	0.13582650887161535	0.15713690510418937	0.17705766700290118	0.16498772135763975	0.14484737177426166	0.14024318049672324	0.13611341993998083	0.1327089630620278	0.13761813589349745	0.13164753102473967	0.12612021493599213	0.12522742971337553	0.13258277057694487	0.12490748042765176	0.10730221982756631	0.10863213341304288	0.1368700039287459	0.10858278896847948	0.1058666682227844
23239.797	0.20580300090966266	0.16661815692240783	0.2060577264853566	0.1991381577769108	0.18691237788948717	0.16587862835781647	0.2011556222630705	0.22822380052321414	0.2103550219112685	0.18308901493578225	0.17203627905523572	0.16843405362961789	0.16475080815800072	0.17196253347900242	0.16036138691848745	0.15418375485925614	0.1532304048000593	0.16049578165449158	0.1486886302803979	0.12578683211753353	0.12734778812570585	0.16687642234920746	0.12761817412551865	0.12341095345109915
