name	pc1	pc2	pc3	pc4	std
ABIMUV	0.2810822550986254	0.1724418968490648	-0.38695346653424817	0.3099078059288254	0.9487806437684657
ABITEN	0.5567818340280102	0.6378717051973686	0.5655977339956044	-0.14612168394715747	2.5912347770043507
ABUBII	0.6951188224396345	0.34251354888579594	0.007253274004566594	-0.11060439742244531	1.7816705896599183
ABUKUG	0.8284749789411228	-0.5320168520991694	0.20360176968733726	0.018160920901282754	2.7938397829674466
ACACMN	1.2340037615737254	-0.5193434227448372	-0.11045125001620226	-0.4599981174205019	2.8929514122464246
ACEDUH	0.7625801245093529	0.6927467826914955	0.1202227633202125	-0.11223458881204043	1.8658723738562624
ACPMNA	0.43006324268439133	0.653727730147339	-0.14258304307481035	0.13549773981756508	1.1183005009615545
ADINAG	0.6132213162831848	0.08409340827025981	0.19664461622272303	-0.00443698951209584	1.992959168492599
ADIPUB	0.7794633563765814	-0.3515786209807518	-0.3056019327703375	-0.009476359494509395	1.6532907686711016
ADIQAI	0.6290187170521193	-0.4088535528656097	-0.3987315555762975	0.06845992892564526	1.3305482151006496
ADOJIP	0.7065158388630897	0.7806153042459315	-0.1999467257615716	0.09379694985274056	1.3435146614789264
AETSMN	1.0219019409307553	-0.37458776339475497	-0.20238614142834088	-0.13727368884182495	2.1639306553366353
AFAROO	0.8057493966632849	0.33766323347533456	-0.5441861728334649	0.12908910235464294	1.0121045780250815
AFATAE	0.3694841301978973	-0.6293030087306086	0.01833546289753911	0.15795021851319818	1.7536991637687418
AFAXIO	0.8459381601092577	-0.7623876359216933	0.06939682308251414	0.012707250276643128	2.627684486631239
AFEJOL	1.098768035458244	-0.4297969997947513	0.31150118270145694	-0.3356774977039963	3.4582653570950344
AFIMEL	0.3377752390805697	-0.012488210249248973	-0.4280370384496042	0.14043278849878738	0.8540804168612697
AFUMIA	0.7144905306827241	0.4223220464771574	-0.027422506345808343	-0.11429235507044738	1.7735700460630786
AFUPOK	0.6016486383437281	-0.34908173954879734	0.1461612568595271	-0.041530548943967	2.1631064994137055
AFUPUQ	0.953154672669565	-0.31554507462805503	0.16865742600895953	-0.20672556025101366	2.756648118029754
AFUQEB	0.9712732328464861	-0.26085398306544305	0.38316869654862296	-0.3123881051793627	3.322340240393482
AFUQOL	0.8809065262775997	-0.3107779496318472	0.18672575762976268	-0.22608424878401467	2.642073950129705
AFUZOR	0.400119845064308	0.006158617522348359	0.3119201370197525	0.005424113298465177	2.056948369266068
AGAYEN	0.7221516645789006	0.23988249469110756	0.11768055270037853	0.05389170530084311	2.0653973797222793
AGAYIR	0.6790200956672354	0.5808512443373405	-0.06295552826693418	-0.18774773973040987	1.654404860212473
AGAYOX	0.7239423395495805	0.43410287274761544	0.07333363419312124	-0.24647095006918	2.0295429182546805
AGAYUD	0.7411768689071456	0.3752634277728613	0.017636073674737685	-0.21964122509601294	1.992172806752588
AGAZAK	0.618962439012412	0.6456860150837967	-0.3762031668786502	-0.07499739582737569	1.133012375824595
AGUFUG	0.742197619825915	-0.47672242422910577	-0.12441893741295565	0.06512595972762988	1.8924949709257084
AGUJUH	0.8618124660264854	-0.19446610362342232	0.03987249729553602	-0.2104448491342033	2.3789058085762704
AHIROB	0.48282193328105727	-0.714299693935547	0.025358558132954567	0.09989754876312418	1.9552801567472837
AHIYAU	0.36540641375501615	0.09635483691641711	0.6484996196022668	0.07933733719446212	2.6968553404188134
AHOMES	0.9575493296257935	-0.39537163993644725	0.03522718624960218	-0.04396423098082978	2.4159890205686168
AHUCAI	0.6760561290804539	-0.4651022746663025	0.6265224188219485	0.011210895309214444	3.4508782078747844
AHUZOV	0.8475318251366044	-0.5821333933169482	-0.2974856701950245	-0.16811555777138493	1.9548107056656456
AKELAD	0.8451491743515049	0.740963819930933	0.0332554619308751	-0.05683461890306857	1.7772352231902495
AKOSAV	0.75489901689651	0.23452375871618444	-0.018151325954825267	0.24091869866163096	1.6834800243431332
AKOWON	0.8953950031648565	0.8541387115763979	-0.08401479373765387	-0.03908331128451351	1.5894852875375782
AKOWUT	0.7183213903143111	0.7120614942753123	0.3350391914460065	-0.1347020832967724	2.3084370873407067
AKOXII	0.8950299477942059	0.8573236830712662	-0.08437389258092726	-0.037887692484163744	1.5798641946805843
ALIPOC	0.6333791130649971	-0.09364700349184528	0.35723461766773656	0.1894978606926362	2.4431597359334574
ALIPUI	0.7070962851252833	-0.15676206698921347	-0.0839386340905835	0.19010825578589757	1.8198717540122495
ALIQAP	0.6130735152793099	0.08954572430409669	-0.297838740954299	0.21261046609609707	1.263859043548653
ALIQOD	1.0127016309790937	-0.5273476958613723	-0.19750780221894074	-0.30339287503455087	2.231298361844119
ALIYEZ	0.5872294071025239	-0.28470483243918077	-0.8525543752320377	0.17670451465106835	0.7945024479860445
ALIYID	0.6645732495978818	-0.17699964844679528	-0.4921984176174608	0.10838198735821827	1.2788118337875953
ALIYOJ	0.3967984474486088	-0.5098249997361265	-0.8265617359561763	0.2619862763484932	0.7566431365872096
ALLPMN	0.8323137078365166	0.13505561129907642	0.40428359115579765	-0.15023749322561653	2.9766132192811376
ALOVIH	1.051428575336681	-0.5529776257117508	0.004714377138785586	-0.18184995492958225	2.7440315037035727
AMIQAQ	0.08179724170641745	-0.6019016849952429	-0.6164663301064071	0.565571099647467	0.6882603370785405
AMOFUD	0.4932739264465069	-0.023586298287443158	-0.3326175062388075	0.21743882495982036	1.1339950764443862
