name	pc1	pc2	pc3	pc4	std
ABEJOG	-0.27685329593788444	-0.14380279146071828	-0.06339590034214604	-0.015328599648154362	3.8611316321569276
ABICAP	-0.23528798759333935	0.28363831892777025	-0.07507933359946639	-0.033913728945620614	4.489352935669229
ABICAQ	-0.003282043435929083	-0.006577755521574691	0.09801895842548847	-0.007449536672205381	4.822459281538193
ABICEU	-0.002367707100110472	-0.00029604061647736657	0.09903208980475742	0.007788981581697607	4.841960340272919
ABICIY	0.06208731186551297	-0.03561402984328321	0.06127813198850007	-0.0013066772105063684	4.957325118126109
ABICUK	-0.24016339151780763	0.05807815437541608	-0.0012585558166477995	-0.026870377039313054	4.17221897712797
ABONOV	-0.12511265619761658	0.2121188239381797	-0.13229817082320205	-0.07847173984600064	4.61233870390955
ABUHUB	0.07084544268177284	0.09236279220478849	0.11897539483038932	0.023160966870593658	5.204560465945843
ACACEM	0.06293998654212318	0.46691482207461776	0.045802307557683664	-0.013435983668950047	5.723106287036103
ACGXRH	0.1058657580938358	-0.18364628483114132	0.03524931340333892	0.15022797214660055	5.248346799529834
ACIWOC	0.2899706103120705	-0.15888311271275568	-0.015898780286314862	-0.04406172808532216	5.52196036855261
ACMYCR	0.2478093560832364	-0.1324598865029345	0.09147091660366913	-0.03236169459717275	5.450615429856497
ACOJOV	-0.20059322034482152	-0.054540992152355194	0.07751261633014828	-0.030611636575346046	4.147344746496887
ACUDAH	0.30791439132574894	0.07918176067079274	-0.05454614788036505	0.010208157196773926	5.917554783556373
ACUKIU	-0.3049845532722011	0.24935180104227994	-0.12860753189883534	-0.07613151923821748	4.20040534248952
ADAMEZ	-0.01763353868541584	0.1115581724027348	0.0429791705486835	0.007476886267352545	4.893970751175867
ADEHOI	0.1314714819438354	-0.48760993729004354	-0.06162264753198743	0.046853733707913126	5.005752464816838
ADIRIP	-0.30380439931855596	0.05561439029531812	0.08617419856075181	0.05283968316875398	4.158926205388933
ADOCOL	0.264039950214773	0.22051614994643476	-0.05489604184447905	-0.08629185456294164	5.828091968140766
ADOXUQ	-0.23649257371906396	0.08857077331316177	0.0717154964079525	-0.029680439197041664	4.2369189382295405
ADUYAZ	0.19939686396793466	0.02495463820984023	-0.10770285954292991	0.002468822584466568	5.470597363521571
ADUYED	0.3101015736858943	-0.0022688967673882843	-0.07324182454888017	-0.0053738332438959535	5.814559025835358
ADUYIH	0.18909295578806606	-0.07056399639060018	-0.05502730385663224	-0.06693661917503912	5.21052596538942
ADUZII	0.09549142734169491	0.14509399968260928	-0.08032960632240149	-0.04056985623913789	5.231453783248643
ADUZOO	0.18361164036311584	-0.035704006729258886	0.06915074313173575	-0.08196278395718226	5.193588075162653
AFABIS	0.2167753424622525	-0.12198175907249009	-0.10636015863324078	-0.05590012660991173	5.30281344027302
AFAJEX	0.24435667117254978	-0.022308654544993534	-0.05241561104293502	-0.06945621659993939	5.46075532748706
AFELAY	-0.29677093737338667	0.14766960514275196	0.026390589918208418	-0.003866893073761868	4.185616819871495
AFELEC	-0.3219341868092094	0.11831101589485771	0.0017571381847008016	0.03241921023436911	4.132732087568888
AFUBAE	-0.10723186120340844	0.20191687137066427	-0.10279650119713257	-0.1104280710833353	4.609231334993993
AFUJIU	0.11365023561358356	0.06770410363213131	-0.09103748886015728	0.01496663744796134	5.248417607315481
AGABEQ	-0.24058936148946675	-0.009781761699580116	-0.07828089984592279	0.038128343535018816	4.1859886648971925
AGEMUV	0.1312501540137503	-0.14579543607578982	0.0640350221437389	0.029853042043104017	5.15774950586663
AGIWOG	-0.013551759165590038	-0.05550997386626788	0.018279395782982766	-0.07172443469572432	4.581915800731895
AGODIK	0.10056758689000533	-0.05181688701623921	0.1285901301163015	-0.04458732462353543	5.020061783876642
AGOXUR	0.07716547364760684	0.04672331700785781	-0.09869696661128247	0.11180440479725973	5.321943942586143
AGUKOD	0.06212768223654486	0.0010532291663460924	0.12970533263783857	-0.006221979947702461	5.020377480331943
AHAGOI	-0.22803009425576604	-0.032926008574739374	-0.017962940548607254	0.033122658707006036	4.160487808438622
AHAQEI	0.21800213369732901	0.1936640060342154	-0.09675212944959855	-0.029595332745620095	5.700711606428246
AHASAE	-0.200786534024046	-0.0933355554837596	0.1049078853902834	-0.054831204106670084	4.109409203144439
AHASEK	0.19207676652397376	0.15278719807524777	-0.09177918842421406	-0.044538431221371355	5.530435696327661
AHASIM	-0.25506638947755067	-0.00023963138240201687	-0.06306511636205459	0.0572695867939329	4.195129947675824
AHICAY	0.19981393961687743	0.20456866068962754	-0.04176794667736283	-0.022391683909148696	5.678236284417472
AHIFUV	0.04945932595341773	-0.053490121749605546	0.1568552701217758	-0.046754337045651684	4.872109993761981
AHIGEG	0.0816364897690911	0.06629289292022333	0.04787805374658283	-0.035959601089372684	5.093815523523491
AHIGIK	-0.0007414764761004555	-0.004486110527346376	0.052093257978631735	-0.05692324734201426	4.7167946040159485
AJAMIK	0.1048541958277065	0.46518953290869236	0.055766747552836726	-0.10147998835416805	5.752122932685608
AJELOS	0.2415429507465765	0.004096759861959676	-0.0583685591735108	0.01154385333938368	5.594799571501325
AJIFAA	-0.14471715886207526	-0.13291066591395184	-0.15471642018400145	-0.06192796064385664	4.17688617669743
AJOBAF	-0.2856013874839547	-0.12089121868145236	0.05831682854911446	-0.052818164022242486	3.8564943470627826
AJUVUZ	0.3550527132778014	0.10288739486795917	-0.048889250116409544	-0.06422369398388073	6.00126245725296
AKAVIT	0.1692363740612577	0.3323236905473195	-0.03418432356651646	-0.09088134211623355	5.692005822419957
AKAZAQ	0.23423497696830253	-0.02440428404105388	-0.08583287613906476	0.005647424360717079	5.529237141814672
AKAZEU	0.24154534157057883	0.032956463668677216	-0.07833687457053928	-0.004561451132671479	5.6016531727447045
AKOMAP	0.09788620147006544	0.2567256086534737	-0.024277119045105877	0.05529308439166203	5.53907123836185
AKOVEC	0.1146370961644072	0.09125378284335328	-0.1072658591296789	0.0069641456887615805	5.271231760889873
AKOVIG	0.10843351913319044	0.15809687168159137	-0.114906682444605	-0.02473454860817259	5.296003817288213
ALAGIE	0.0651964688526574	-0.08631164421886339	0.16006278178196576	-0.025883658253106234	4.911469420400631
ALENIQ	-0.18407378896793913	-0.19203978762868723	-0.10057352212072757	0.020468009605845383	4.129591822039488
ALIMIU	-0.07004009587584381	0.007362193948933005	-0.0037619938704946954	0.10864591920487843	4.811957340671478
ALIMOA	-0.056949975818617826	0.02499253054530559	-0.0017337493343521082	0.10386777982750406	4.867891856450998
ALINIV	-0.057084381253834415	0.02490223129672886	-0.0015184411915383222	0.10409885034981559	4.867660670925987
ALOMUM	0.12035996314817243	0.13570613313153368	-0.08249383368482222	-0.008496979765055812	5.321802772353827
ALOPOG	-0.021898544645957863	0.03451737921385423	-0.018153853383731322	0.12857075985944733	4.978630841801977
ALUYIP	-0.3382033265607205	-0.03557442416192469	-0.0248455654447286	0.03926258053519094	3.89104387937024
ALUYUB	-0.23280966068009645	0.11123077983496454	0.0011788777438286324	0.09243397473985693	4.447528502740697
